Level,Importance Rank,Category,Title,Approach Tags,Difficulty,Frequency,Acceptance Rate,Link,Topics,Importance Rank.1
Medium,102,Array,Minimum Path Sum,Dynamic Programming,MEDIUM,40.2,0.006874287204396,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix",102
Medium,103,Array,Minimum Size Subarray Sum,Sliding Window,MEDIUM,31.3,0.0052616966441662,https://leetcode.com/problems/minimum-size-subarray-sum,"Array, Binary Search, Sliding Window, Prefix Sum",103
Medium,104,Graph,Minimum Steps by Knight,Recursion,MEDIUM,,,https://www.geeksforgeeks.org/dsa/minimum-steps-reach-target-knight-set-2/,"Graph, BFS, Shortest Path",104
Medium,105,Array,Minimum Total Cost to Process All Elements,Greedy,MEDIUM,31.3,0.0024853205422189,https://leetcode.com/problems/minimum-total-cost-to-process-all-elements,"Array, Math, Simulation",105
Medium,106,Array,Mobile Numeric Keypad,Dynamic Programming;Recursion,MEDIUM,,,https://www.geeksforgeeks.org/dsa/mobile-numeric-keypad-problem/,"Dynamic Programming, Recursion, Matrix",106
Medium,107,Database,Movie Rating,Problem-specific,MEDIUM,31.3,0.004416319885663,https://leetcode.com/problems/movie-rating,Database,107
Medium,108,Trees,Number of Nodes With Value One,Recursion,MEDIUM,62.5,0.0065950054288816,https://leetcode.com/problems/number-of-nodes-with-value-one,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree",108
Medium,109,String,Number of Subsequences That Satisfy the Given Sum Condition,Divide and Conquer,MEDIUM,31.3,0.0049019242505765,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,"Array, Two Pointers, Binary Search, Sorting",109
Medium,110,Array,Numbers with Given Number of Digits and Digit Sum,Dynamic Programming;Recursion,MEDIUM,,,https://www.geeksforgeeks.org/dsa/count-of-n-digit-numbers-whose-sum-of-digits-equals-to-given-sum/,"Dynamic Programming, Digit DP",110
Medium,111,Linked List,Odd Even Linked List,Problem-specific,MEDIUM,31.3,0.0062731395572363,https://leetcode.com/problems/odd-even-linked-list,Linked List,111
Medium,112,String,Partition Labels,Greedy;Hashing,MEDIUM,31.3,0.008200887958439,https://leetcode.com/problems/partition-labels,"Hash Table, Two Pointers, String, Greedy",112
Medium,113,Array,Peak Index in a Mountain Array,Divide and Conquer,MEDIUM,46.7,0.0066703889966037,https://leetcode.com/problems/peak-index-in-a-mountain-array,"Array, Binary Search, Ternary Search",113
Medium,114,Array,Perfect Squares,Dynamic Programming,MEDIUM,31.3,0.0056804774659974,https://leetcode.com/problems/perfect-squares,"Math, Dynamic Programming, Breadth-First Search, Knapsack Problem, Complete Knapsack",114
Medium,115,Array,Permutations,Backtracking,MEDIUM,46.7,0.0082261454531079,https://leetcode.com/problems/permutations,"Array, Backtracking",115
Medium,116,Array,"Pow(x, n)",Recursion,MEDIUM,31.3,0.0039170761924314,https://leetcode.com/problems/powx-n,"Math, Recursion",116
Medium,117,Array,Rearrange Array Elements by Sign,Problem-specific,MEDIUM,31.3,0.0084804822582903,https://leetcode.com/problems/rearrange-array-elements-by-sign,"Array, Two Pointers, Simulation",117
Medium,118,Trees,Remove All Occurrences of a Substring,Problem-specific,MEDIUM,31.3,0.0078657117211737,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,"String, Stack, Simulation",118
Medium,119,Linked List,Reorder List,Recursion,MEDIUM,31.3,0.0066000588913134,https://leetcode.com/problems/reorder-list,"Linked List, Two Pointers, Stack, Recursion",119
Medium,120,Array,Reverse Integer,Problem-specific,MEDIUM,46.7,0.0032366171149908,https://leetcode.com/problems/reverse-integer,Math,120
Medium,121,String,Reverse Words in a String,Problem-specific,MEDIUM,51.8,0.0057530566994663,https://leetcode.com/problems/reverse-words-in-a-string,"Two Pointers, String",121
Medium,122,Array,Rotate Array,Problem-specific,MEDIUM,51.8,0.0045320063870795,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers",122
Medium,123,Array,Rotate Image,Problem-specific,MEDIUM,55.9,0.008057026987892,https://leetcode.com/problems/rotate-image,"Array, Math, Matrix",123
Medium,124,Array,Search in Rotated Sorted Array,Divide and Conquer,MEDIUM,46.7,0.0045462300517543,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search",124
Medium,125,Database,Second Highest Salary,Problem-specific,MEDIUM,78.4,0.0047988518039901,https://leetcode.com/problems/second-highest-salary,Database,125
Medium,126,Array,Set Matrix Zeroes,Hashing,MEDIUM,40.2,0.0063482342851713,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix",126
Medium,127,Array,Sliding Subarray Beauty,Sliding Window;Hashing,MEDIUM,31.3,0.0037643618545192,https://leetcode.com/problems/sliding-subarray-beauty,"Array, Hash Table, Sliding Window",127
Medium,128,String,Smallest Subsequence of Distinct Characters,Greedy,MEDIUM,31.3,0.007056504215069,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,"String, Stack, Greedy, Monotonic Stack",128
Medium,129,Array,Sort Colors,Problem-specific,MEDIUM,31.3,0.0070168763080543,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting, Quicksort, Bubble Sort",129
Medium,130,Array,Sort an Array,Divide and Conquer,MEDIUM,46.7,0.0055792520728644,https://leetcode.com/problems/sort-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort, Bucket Sort, Radix Sort, Counting Sort",130
Medium,131,Array,Spiral Matrix,Problem-specific,MEDIUM,55.9,0.0057627111748216,https://leetcode.com/problems/spiral-matrix,"Array, Matrix, Simulation",131
Medium,132,Array,Sum of Subarray Minimums,Dynamic Programming,MEDIUM,31.3,0.0038950058234631,https://leetcode.com/problems/sum-of-subarray-minimums,"Array, Dynamic Programming, Stack, Monotonic Stack",132
Medium,133,Array,The Number of Beautiful Subsets,Hashing;Backtracking;Dynamic Programming,MEDIUM,62.5,0.0050994498358594,https://leetcode.com/problems/the-number-of-beautiful-subsets,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Sorting, Combinatorics",133
Medium,134,Trees,Time Needed to Inform All Employees,Recursion,MEDIUM,31.3,0.006057793233117,https://leetcode.com/problems/time-needed-to-inform-all-employees,"Tree, Depth-First Search, Breadth-First Search",134
Medium,135,Array,Top K Frequent Elements,Hashing;Divide and Conquer,MEDIUM,51.8,0.0067138924353934,https://leetcode.com/problems/top-k-frequent-elements,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect",135
Medium,136,Array,Triangle,Dynamic Programming,MEDIUM,31.3,0.0059912717659844,https://leetcode.com/problems/triangle,"Array, Dynamic Programming",136
Medium,137,Array,Two City Scheduling,Greedy,MEDIUM,31.3,0.0068857363893109,https://leetcode.com/problems/two-city-scheduling,"Array, Greedy, Sorting, Hungarian Algorithm, Successive Shortest Path Algorithm",137
Medium,138,Array,XOR After Range Multiplication Queries I,Divide and Conquer,MEDIUM,62.5,0.0073288422456155,https://leetcode.com/problems/xor-after-range-multiplication-queries-i,"Array, Divide and Conquer, Simulation, Prefix Sum",138
Medium,139,Array,Zero Sum Subarrays,Hashing,MEDIUM,,,https://www.geeksforgeeks.org/dsa/find-the-largest-subarray-with-0-sum/,"Array, Hash Table, Prefix Sum",139
Medium,140,String,Zigzag Conversion,Problem-specific,MEDIUM,46.7,0.0054891773817555,https://leetcode.com/problems/zigzag-conversion,String,140
Hard,1,Array,Best Time to Buy and Sell Stock III,Dynamic Programming,HARD,40.2,0.0054512424877231,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,"Array, Dynamic Programming",1
Hard,2,Array,Best Time to Buy and Sell Stock IV,Dynamic Programming,HARD,31.3,0.0051041226389122,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,"Array, Dynamic Programming",2
Hard,3,Array,Trapping Rain Water,Dynamic Programming,HARD,62.5,0.0068028473122123,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack",3
Hard,4,String,Palindrome Partitioning II,Backtracking;Dynamic Programming;Recursion,HARD,46.7,0.0037742764644756,https://leetcode.com/problems/palindrome-partitioning-ii,"String, Dynamic Programming",4
Hard,5,Array,Largest Rectangle in Histogram,Divide and Conquer,HARD,31.3,0.0050663893910985,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack, Range Minimum/Maximum Query",5
Hard,6,Array,Allocate Minimum Pages,Greedy;Divide and Conquer,HARD,,,https://www.geeksforgeeks.org/dsa/allocate-minimum-number-pages/,"Array, Binary Search, Greedy",6
Hard,7,Array,Egg Dropping Puzzle,Dynamic Programming;Recursion,HARD,,,https://www.geeksforgeeks.org/dsa/egg-dropping-puzzle-dp-11/,"Dynamic Programming, Recursion, Binary Search",7
Hard,8,String,Basic Calculator,Recursion,HARD,31.3,0.0047111964767679,https://leetcode.com/problems/basic-calculator,"Math, String, Stack, Recursion",8
Hard,9,Trees,Binary Tree Maximum Path Sum,Dynamic Programming,HARD,31.3,0.0042664729841471,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Dynamic Programming, Tree, Depth-First Search, Binary Tree, DP on Trees",9
Hard,10,Array,Burst Balloons,Dynamic Programming,HARD,31.3,0.0064192557260109,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming",10
Hard,11,Array,Candy,Greedy,HARD,46.7,0.0049047015543307,https://leetcode.com/problems/candy,"Array, Greedy",11
Hard,12,Trees,Count Non Adjacent Subsets in a Rooted Tree,Backtracking;Dynamic Programming,HARD,62.5,0.0051898564336508,https://leetcode.com/problems/count-non-adjacent-subsets-in-a-rooted-tree,"Array, Dynamic Programming, Tree, Depth-First Search",12
Hard,13,Trees,Count of Range Sum,Divide and Conquer,HARD,31.3,0.0039613577426633,https://leetcode.com/problems/count-of-range-sum,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set, Treap",13
Hard,14,Trees,Count of Smaller Numbers After Self,Divide and Conquer,HARD,31.3,0.004392837515135,https://leetcode.com/problems/count-of-smaller-numbers-after-self,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set, Treap",14
Hard,15,Array,Count the Number of Ideal Arrays,Dynamic Programming,HARD,67.6,0.0056906170345789,https://leetcode.com/problems/count-the-number-of-ideal-arrays,"Math, Dynamic Programming, Combinatorics, Number Theory, Prime Factorization, Fermat's Little Theorem",15
Hard,16,Trees,Find Building Where Alice and Bob Can Meet,"Recursion, Divide and Conquer",HARD,69.8,0.0052570905165363,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,"Array, Binary Search, Stack, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Monotonic Stack",16
Hard,17,Array,Find Sum of Array Product of Magical Sequences,Dynamic Programming,HARD,31.3,0.0061370005189413,https://leetcode.com/problems/find-sum-of-array-product-of-magical-sequences,"Array, Math, Dynamic Programming, Bit Manipulation, Combinatorics, Bitmask",17
Hard,18,String,Find the Number of Subsequences With Equal GCD,Dynamic Programming,HARD,76.9,0.0066296317744484,https://leetcode.com/problems/find-the-number-of-subsequences-with-equal-gcd,"Array, Math, Dynamic Programming, Number Theory, Euclidean Algorithm, Greatest Common Divisor",18
Hard,19,Array,First Missing Positive,Hashing,HARD,31.3,0.0043542895162858,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table",19
Hard,20,Array,Frog Jump,Dynamic Programming,HARD,51.8,0.0047545331492823,https://leetcode.com/problems/frog-jump,"Array, Dynamic Programming",20
Hard,21,Trees,Good Subsequence Queries,Recursion,HARD,67.6,0.0020726633460298,https://leetcode.com/problems/good-subsequence-queries,"Array, Math, Segment Tree, Number Theory",21
Hard,22,Graph,Longest Increasing Path in a Matrix,Dynamic Programming,HARD,46.7,0.0056950539906949,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort, Memoization, Matrix, Directed Acyclic Graph",22
Hard,23,String,Longest Valid Parentheses,Dynamic Programming,HARD,31.3,0.0039503300899766,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack, Bracket Sequences",23
Hard,24,Array,Maximize the Minimum Game Score,Greedy,HARD,67.6,0.0025856921716054,https://leetcode.com/problems/maximize-the-minimum-game-score,"Array, Binary Search, Greedy",24
Hard,25,Trees,Maximum Good Subtree Score,Dynamic Programming,HARD,69.8,0.0044052751711894,https://leetcode.com/problems/maximum-good-subtree-score,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Bitmask",25
Hard,26,Trees,Maximum Number of K-Divisible Components,Recursion,HARD,31.3,0.0073900716350383,https://leetcode.com/problems/maximum-number-of-k-divisible-components,"Tree, Depth-First Search",26
Hard,27,Array,Maximum Profit in Job Scheduling,Dynamic Programming,HARD,31.3,0.0054812010003299,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting",27
Hard,28,Array,Maximum Segment Sum After Removals,Hashing,HARD,62.5,0.0050184431684222,https://leetcode.com/problems/maximum-segment-sum-after-removals,"Array, Union-Find, Prefix Sum, Ordered Set",28
Hard,29,Trees,Maximum Sum of Subsequence With Non-adjacent Elements,Dynamic Programming;Divide and Conquer,HARD,62.5,0.0015752989911137,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements,"Array, Divide and Conquer, Dynamic Programming, Segment Tree",29
Hard,30,Array,Maximum Total Value,Greedy,HARD,65.2,0.0029724522423546,https://leetcode.com/problems/maximum-total-value,"Array, Math, Binary Search, Greedy",30
Hard,31,Array,Maximum Walls Destroyed by Robots,Dynamic Programming,HARD,65.2,0.0047845623993023,https://leetcode.com/problems/maximum-walls-destroyed-by-robots,"Array, Binary Search, Dynamic Programming, Sorting",31
Hard,32,Array,Median of Two Sorted Arrays,Divide and Conquer,HARD,31.3,0.0047369748377929,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer",32
Hard,33,Array,Minimum Difference in Sums After Removal of Elements,Dynamic Programming,HARD,40.2,0.0069577251932222,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements,"Array, Dynamic Programming, Heap (Priority Queue)",33
Hard,34,Array,Minimum Number of Refueling Stops,Greedy;Dynamic Programming,HARD,31.3,0.0041773471677353,https://leetcode.com/problems/minimum-number-of-refueling-stops,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",34
Hard,35,String,Minimum Operations to Equalize Binary String,Problem-specific,HARD,31.3,0.0045119538394019,https://leetcode.com/problems/minimum-operations-to-equalize-binary-string,"Math, String, Breadth-First Search, Union-Find, Ordered Set",35
Hard,36,Array,Minimum Reverse Operations,Hashing,HARD,65.2,0.0017220385360848,https://leetcode.com/problems/minimum-reverse-operations,"Array, Hash Table, Breadth-First Search, Union-Find, Ordered Set",36
Hard,37,Array,Minimum Total Distance Traveled,Dynamic Programming,HARD,62.5,0.0063145072392615,https://leetcode.com/problems/minimum-total-distance-traveled,"Array, Dynamic Programming, Sorting",37
Hard,38,Trees,Minimum Window Substring,Sliding Window;Hashing,HARD,51.8,0.0048254968234261,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window",38
Hard,39,Array,N-Queens,Backtracking,HARD,40.2,0.00762697606545,https://leetcode.com/problems/n-queens,"Array, Backtracking, Algorithm X",39
Hard,40,Array,Number of Beautiful Integers in the Range,Dynamic Programming,HARD,62.5,0.0023167473319388,https://leetcode.com/problems/number-of-beautiful-integers-in-the-range,"Math, Dynamic Programming",40
Hard,41,String,Number of Different Subsequences GCDs,Problem-specific,HARD,31.3,0.0046832390018008,https://leetcode.com/problems/number-of-different-subsequences-gcds,"Array, Math, Counting, Number Theory, Euclidean Algorithm, Greatest Common Divisor",41
Hard,42,Array,Number of Flowers in Full Bloom,Hashing,HARD,31.3,0.0058102448288251,https://leetcode.com/problems/number-of-flowers-in-full-bloom,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set",42
Hard,43,String,Regular Expression Matching,Dynamic Programming,HARD,46.7,0.0031576475182768,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion",43
Hard,44,Linked List,Reverse Nodes in k-Group,Recursion,HARD,40.2,0.006696558876657,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion",44
Hard,45,Array,Split Array Largest Sum,Greedy;Dynamic Programming,HARD,51.8,0.0061192296407735,https://leetcode.com/problems/split-array-largest-sum,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum",45
Hard,46,Array,Stone Game IV,Dynamic Programming,HARD,31.3,0.0065192944941119,https://leetcode.com/problems/stone-game-iv,"Math, Dynamic Programming, Minimax, Game Theory, Nim Game, Sprague–Grundy Theorem, Zero-Sum Game",46
Hard,47,Array,Stone Game VIII,Dynamic Programming,HARD,65.2,0.0054469917286701,https://leetcode.com/problems/stone-game-viii,"Array, Math, Dynamic Programming, Minimax, Prefix Sum, Game Theory, Zero-Sum Game",47
Hard,48,Array,Subarrays with K Different Integers,Sliding Window;Hashing,HARD,40.2,0.0068861688764395,https://leetcode.com/problems/subarrays-with-k-different-integers,"Array, Hash Table, Sliding Window, Counting",48
Hard,49,Trees,Substring with Concatenation of All Words,Sliding Window;Hashing,HARD,31.3,0.0035003453243906,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window",49
Hard,50,Trees,Sum of Beautiful Subsequences,Recursion,HARD,62.5,0.0031042210181283,https://leetcode.com/problems/sum-of-beautiful-subsequences,"Array, Math, Binary Indexed Tree, Number Theory",50
Hard,51,Array,Trionic Array II,Dynamic Programming,HARD,65.2,0.0047356446906375,https://leetcode.com/problems/trionic-array-ii,"Array, Dynamic Programming",51
Hard,52,String,Wildcard Matching,Greedy;Dynamic Programming,HARD,40.2,0.0032623554181127,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion",52
Hard,53,Array,XOR After Range Multiplication Queries II,Divide and Conquer,HARD,62.5,0.004755326367214,https://leetcode.com/problems/xor-after-range-multiplication-queries-ii,"Array, Divide and Conquer, Prefix Sum",53
